Category,Product,Subject,Date,Class,Decision,Day,Month,Year,Subject_Translate,extracted_subject
Bivalve molluscs and products...,food,Salmonella spp in frozen precooked mussels from Chile,17 APR 2023,information notification for attention,serious,17,APR,2023,"Translated(src=en, dest=en, text=Salmonella spp in frozen precooked mussels from Chile, pronunciation=Salmonella spp in frozen precooked mussels from Chile, extra_data=""{'translat..."")",Salmonella spp in frozen precooked mussels from Chile
Bivalve molluscs and products...,food,Salmonella spp in frozen precooked mussels from Chile,17 APR 2023,information notification for attention,serious,17,APR,2023,"Translated(src=en, dest=en, text=Salmonella spp in frozen precooked mussels from Chile, pronunciation=Salmonella spp in frozen precooked mussels from Chile, extra_data=""{'translat..."")",Salmonella spp in frozen precooked mussels from Chile
Bivalve molluscs and products...,food,Salmonella spp in frozen precooked mussels from Chile,17 APR 2023,information notification for attention,serious,17,APR,2023,"Translated(src=en, dest=en, text=Salmonella spp in frozen precooked mussels from Chile, pronunciation=Salmonella spp in frozen precooked mussels from Chile, extra_data=""{'translat..."")",Salmonella spp in frozen precooked mussels from Chile
Bivalve molluscs and products...,food,Salmonella spp in frozen precooked mussels from Chile,17 APR 2023,information notification for attention,serious,17,APR,2023,"Translated(src=en, dest=en, text=Salmonella spp in frozen precooked mussels from Chile, pronunciation=Salmonella spp in frozen precooked mussels from Chile, extra_data=""{'translat..."")",Salmonella spp in frozen precooked mussels from Chile
Bivalve molluscs and products...,food,Salmonella spp in frozen precooked mussels from Chile,17 APR 2023,information notification for attention,serious,17,APR,2023,"Translated(src=en, dest=en, text=Salmonella spp in frozen precooked mussels from Chile, pronunciation=Salmonella spp in frozen precooked mussels from Chile, extra_data=""{'translat..."")",Salmonella spp in frozen precooked mussels from Chile
Bivalve molluscs and products...,food,Salmonella spp in frozen precooked mussels from Chile,17 APR 2023,information notification for attention,serious,17,APR,2023,"Translated(src=en, dest=en, text=Salmonella spp in frozen precooked mussels from Chile, pronunciation=Salmonella spp in frozen precooked mussels from Chile, extra_data=""{'translat..."")",Salmonella spp in frozen precooked mussels from Chile
Bivalve molluscs and products...,food,Salmonella spp in frozen precooked mussels from Chile,17 APR 2023,information notification for attention,serious,17,APR,2023,"Translated(src=en, dest=en, text=Salmonella spp in frozen precooked mussels from Chile, pronunciation=Salmonella spp in frozen precooked mussels from Chile, extra_data=""{'translat..."")",Salmonella spp in frozen precooked mussels from Chile
Bivalve molluscs and products...,food,Salmonella spp in frozen precooked mussels from Chile,17 APR 2023,information notification for attention,serious,17,APR,2023,"Translated(src=en, dest=en, text=Salmonella spp in frozen precooked mussels from Chile, pronunciation=Salmonella spp in frozen precooked mussels from Chile, extra_data=""{'translat..."")",Salmonella spp in frozen precooked mussels from Chile
Bivalve molluscs and products...,food,Salmonella spp in frozen precooked mussels from Chile,17 APR 2023,information notification for attention,serious,17,APR,2023,"Translated(src=en, dest=en, text=Salmonella spp in frozen precooked mussels from Chile, pronunciation=Salmonella spp in frozen precooked mussels from Chile, extra_data=""{'translat..."")",Salmonella spp in frozen precooked mussels from Chile
Bivalve molluscs and products...,food,Salmonella spp in frozen precooked mussels from Chile,17 APR 2023,information notification for attention,serious,17,APR,2023,"Translated(src=en, dest=en, text=Salmonella spp in frozen precooked mussels from Chile, pronunciation=Salmonella spp in frozen precooked mussels from Chile, extra_data=""{'translat..."")",Salmonella spp in frozen precooked mussels from Chile
Bivalve molluscs and products...,food,Salmonella spp in frozen precooked mussels from Chile,17 APR 2023,information notification for attention,serious,17,APR,2023,"Translated(src=en, dest=en, text=Salmonella spp in frozen precooked mussels from Chile, pronunciation=Salmonella spp in frozen precooked mussels from Chile, extra_data=""{'translat..."")",Salmonella spp in frozen precooked mussels from Chile
Bivalve molluscs and products...,food,Salmonella spp in frozen precooked mussels from Chile,17 APR 2023,information notification for attention,serious,17,APR,2023,"Translated(src=en, dest=en, text=Salmonella spp in frozen precooked mussels from Chile, pronunciation=Salmonella spp in frozen precooked mussels from Chile, extra_data=""{'translat..."")",Salmonella spp in frozen precooked mussels from Chile
Bivalve molluscs and products...,food,Salmonella spp in frozen precooked mussels from Chile,17 APR 2023,information notification for attention,serious,17,APR,2023,"Translated(src=en, dest=en, text=Salmonella spp in frozen precooked mussels from Chile, pronunciation=Salmonella spp in frozen precooked mussels from Chile, extra_data=""{'translat..."")",Salmonella spp in frozen precooked mussels from Chile
Bivalve molluscs and products...,food,Salmonella spp in frozen precooked mussels from Chile,17 APR 2023,information notification for attention,serious,17,APR,2023,"Translated(src=en, dest=en, text=Salmonella spp in frozen precooked mussels from Chile, pronunciation=Salmonella spp in frozen precooked mussels from Chile, extra_data=""{'translat..."")",Salmonella spp in frozen precooked mussels from Chile
Bivalve molluscs and products...,food,Salmonella spp in frozen precooked mussels from Chile,17 APR 2023,information notification for attention,serious,17,APR,2023,"Translated(src=en, dest=en, text=Salmonella spp in frozen precooked mussels from Chile, pronunciation=Salmonella spp in frozen precooked mussels from Chile, extra_data=""{'translat..."")",Salmonella spp in frozen precooked mussels from Chile
Bivalve molluscs and products...,food,Salmonella spp in frozen precooked mussels from Chile,17 APR 2023,information notification for attention,serious,17,APR,2023,"Translated(src=en, dest=en, text=Salmonella spp in frozen precooked mussels from Chile, pronunciation=Salmonella spp in frozen precooked mussels from Chile, extra_data=""{'translat..."")",Salmonella spp in frozen precooked mussels from Chile
Bivalve molluscs and products...,food,Salmonella spp in frozen precooked mussels from Chile,17 APR 2023,information notification for attention,serious,17,APR,2023,"Translated(src=en, dest=en, text=Salmonella spp in frozen precooked mussels from Chile, pronunciation=Salmonella spp in frozen precooked mussels from Chile, extra_data=""{'translat..."")",Salmonella spp in frozen precooked mussels from Chile
Bivalve molluscs and products...,food,Salmonella spp in frozen precooked mussels from Chile,17 APR 2023,information notification for attention,serious,17,APR,2023,"Translated(src=en, dest=en, text=Salmonella spp in frozen precooked mussels from Chile, pronunciation=Salmonella spp in frozen precooked mussels from Chile, extra_data=""{'translat..."")",Salmonella spp in frozen precooked mussels from Chile
Bivalve molluscs and products...,food,Salmonella spp in frozen precooked mussels from Chile,17 APR 2023,information notification for attention,serious,17,APR,2023,"Translated(src=en, dest=en, text=Salmonella spp in frozen precooked mussels from Chile, pronunciation=Salmonella spp in frozen precooked mussels from Chile, extra_data=""{'translat..."")",Salmonella spp in frozen precooked mussels from Chile
Bivalve molluscs and products...,food,Salmonella spp in frozen precooked mussels from Chile,17 APR 2023,information notification for attention,serious,17,APR,2023,"Translated(src=en, dest=en, text=Salmonella spp in frozen precooked mussels from Chile, pronunciation=Salmonella spp in frozen precooked mussels from Chile, extra_data=""{'translat..."")",Salmonella spp in frozen precooked mussels from Chile
Bivalve molluscs and products...,food,Salmonella spp in frozen precooked mussels from Chile,17 APR 2023,information notification for attention,serious,17,APR,2023,"Translated(src=en, dest=en, text=Salmonella spp in frozen precooked mussels from Chile, pronunciation=Salmonella spp in frozen precooked mussels from Chile, extra_data=""{'translat..."")",Salmonella spp in frozen precooked mussels from Chile
Bivalve molluscs and products...,food,Salmonella spp in frozen precooked mussels from Chile,17 APR 2023,information notification for attention,serious,17,APR,2023,"Translated(src=en, dest=en, text=Salmonella spp in frozen precooked mussels from Chile, pronunciation=Salmonella spp in frozen precooked mussels from Chile, extra_data=""{'translat..."")",Salmonella spp in frozen precooked mussels from Chile
Bivalve molluscs and products...,food,Salmonella spp in frozen precooked mussels from Chile,17 APR 2023,information notification for attention,serious,17,APR,2023,"Translated(src=en, dest=en, text=Salmonella spp in frozen precooked mussels from Chile, pronunciation=Salmonella spp in frozen precooked mussels from Chile, extra_data=""{'translat..."")",Salmonella spp in frozen precooked mussels from Chile
Bivalve molluscs and products...,food,Salmonella spp in frozen precooked mussels from Chile,17 APR 2023,information notification for attention,serious,17,APR,2023,"Translated(src=en, dest=en, text=Salmonella spp in frozen precooked mussels from Chile, pronunciation=Salmonella spp in frozen precooked mussels from Chile, extra_data=""{'translat..."")",Salmonella spp in frozen precooked mussels from Chile
Bivalve molluscs and products...,food,Salmonella spp in frozen precooked mussels from Chile,17 APR 2023,information notification for attention,serious,17,APR,2023,"Translated(src=en, dest=en, text=Salmonella spp in frozen precooked mussels from Chile, pronunciation=Salmonella spp in frozen precooked mussels from Chile, extra_data=""{'translat..."")",Salmonella spp in frozen precooked mussels from Chile
Bivalve molluscs and products...,food,Salmonella spp in frozen precooked mussels from Chile,17 APR 2023,information notification for attention,serious,17,APR,2023,"Translated(src=en, dest=en, text=Salmonella spp in frozen precooked mussels from Chile, pronunciation=Salmonella spp in frozen precooked mussels from Chile, extra_data=""{'translat..."")",Salmonella spp in frozen precooked mussels from Chile
Bivalve molluscs and products...,food,Salmonella spp in frozen precooked mussels from Chile,17 APR 2023,information notification for attention,serious,17,APR,2023,"Translated(src=en, dest=en, text=Salmonella spp in frozen precooked mussels from Chile, pronunciation=Salmonella spp in frozen precooked mussels from Chile, extra_data=""{'translat..."")",Salmonella spp in frozen precooked mussels from Chile
Bivalve molluscs and products...,food,Salmonella spp in frozen precooked mussels from Chile,17 APR 2023,information notification for attention,serious,17,APR,2023,"Translated(src=en, dest=en, text=Salmonella spp in frozen precooked mussels from Chile, pronunciation=Salmonella spp in frozen precooked mussels from Chile, extra_data=""{'translat..."")",Salmonella spp in frozen precooked mussels from Chile
Bivalve molluscs and products...,food,Salmonella spp in frozen precooked mussels from Chile,17 APR 2023,information notification for attention,serious,17,APR,2023,"Translated(src=en, dest=en, text=Salmonella spp in frozen precooked mussels from Chile, pronunciation=Salmonella spp in frozen precooked mussels from Chile, extra_data=""{'translat..."")",Salmonella spp in frozen precooked mussels from Chile
Bivalve molluscs and products...,food,Salmonella spp in frozen precooked mussels from Chile,17 APR 2023,information notification for attention,serious,17,APR,2023,"Translated(src=en, dest=en, text=Salmonella spp in frozen precooked mussels from Chile, pronunciation=Salmonella spp in frozen precooked mussels from Chile, extra_data=""{'translat..."")",Salmonella spp in frozen precooked mussels from Chile
Bivalve molluscs and products...,food,Salmonella spp in frozen precooked mussels from Chile,17 APR 2023,information notification for attention,serious,17,APR,2023,"Translated(src=en, dest=en, text=Salmonella spp in frozen precooked mussels from Chile, pronunciation=Salmonella spp in frozen precooked mussels from Chile, extra_data=""{'translat..."")",Salmonella spp in frozen precooked mussels from Chile
Bivalve molluscs and products...,food,Salmonella spp in frozen precooked mussels from Chile,17 APR 2023,information notification for attention,serious,17,APR,2023,"Translated(src=en, dest=en, text=Salmonella spp in frozen precooked mussels from Chile, pronunciation=Salmonella spp in frozen precooked mussels from Chile, extra_data=""{'translat..."")",Salmonella spp in frozen precooked mussels from Chile
Bivalve molluscs and products...,food,Salmonella spp in frozen precooked mussels from Chile,17 APR 2023,information notification for attention,serious,17,APR,2023,"Translated(src=en, dest=en, text=Salmonella spp in frozen precooked mussels from Chile, pronunciation=Salmonella spp in frozen precooked mussels from Chile, extra_data=""{'translat..."")",Salmonella spp in frozen precooked mussels from Chile
Bivalve molluscs and products...,food,Salmonella spp in frozen precooked mussels from Chile,17 APR 2023,information notification for attention,serious,17,APR,2023,"Translated(src=en, dest=en, text=Salmonella spp in frozen precooked mussels from Chile, pronunciation=Salmonella spp in frozen precooked mussels from Chile, extra_data=""{'translat..."")",Salmonella spp in frozen precooked mussels from Chile
Bivalve molluscs and products...,food,Salmonella spp in frozen precooked mussels from Chile,17 APR 2023,information notification for attention,serious,17,APR,2023,"Translated(src=en, dest=en, text=Salmonella spp in frozen precooked mussels from Chile, pronunciation=Salmonella spp in frozen precooked mussels from Chile, extra_data=""{'translat..."")",Salmonella spp in frozen precooked mussels from Chile
Bivalve molluscs and products...,food,Salmonella spp in frozen precooked mussels from Chile,17 APR 2023,information notification for attention,serious,17,APR,2023,"Translated(src=en, dest=en, text=Salmonella spp in frozen precooked mussels from Chile, pronunciation=Salmonella spp in frozen precooked mussels from Chile, extra_data=""{'translat..."")",Salmonella spp in frozen precooked mussels from Chile
Bivalve molluscs and products...,food,Salmonella spp in frozen precooked mussels from Chile,17 APR 2023,information notification for attention,serious,17,APR,2023,"Translated(src=en, dest=en, text=Salmonella spp in frozen precooked mussels from Chile, pronunciation=Salmonella spp in frozen precooked mussels from Chile, extra_data=""{'translat..."")",Salmonella spp in frozen precooked mussels from Chile
Bivalve molluscs and products...,food,Salmonella spp in frozen precooked mussels from Chile,17 APR 2023,information notification for attention,serious,17,APR,2023,"Translated(src=en, dest=en, text=Salmonella spp in frozen precooked mussels from Chile, pronunciation=Salmonella spp in frozen precooked mussels from Chile, extra_data=""{'translat..."")",Salmonella spp in frozen precooked mussels from Chile
Bivalve molluscs and products...,food,Salmonella spp in frozen precooked mussels from Chile,17 APR 2023,information notification for attention,serious,17,APR,2023,"Translated(src=en, dest=en, text=Salmonella spp in frozen precooked mussels from Chile, pronunciation=Salmonella spp in frozen precooked mussels from Chile, extra_data=""{'translat..."")",Salmonella spp in frozen precooked mussels from Chile
Bivalve molluscs and products...,food,Salmonella spp in frozen precooked mussels from Chile,17 APR 2023,information notification for attention,serious,17,APR,2023,"Translated(src=en, dest=en, text=Salmonella spp in frozen precooked mussels from Chile, pronunciation=Salmonella spp in frozen precooked mussels from Chile, extra_data=""{'translat..."")",Salmonella spp in frozen precooked mussels from Chile
Bivalve molluscs and products...,food,Salmonella spp in frozen precooked mussels from Chile,17 APR 2023,information notification for attention,serious,17,APR,2023,"Translated(src=en, dest=en, text=Salmonella spp in frozen precooked mussels from Chile, pronunciation=Salmonella spp in frozen precooked mussels from Chile, extra_data=""{'translat..."")",Salmonella spp in frozen precooked mussels from Chile
Bivalve molluscs and products...,food,Salmonella spp in frozen precooked mussels from Chile,17 APR 2023,information notification for attention,serious,17,APR,2023,"Translated(src=en, dest=en, text=Salmonella spp in frozen precooked mussels from Chile, pronunciation=Salmonella spp in frozen precooked mussels from Chile, extra_data=""{'translat..."")",Salmonella spp in frozen precooked mussels from Chile
Bivalve molluscs and products...,food,Salmonella spp in frozen precooked mussels from Chile,17 APR 2023,information notification for attention,serious,17,APR,2023,"Translated(src=en, dest=en, text=Salmonella spp in frozen precooked mussels from Chile, pronunciation=Salmonella spp in frozen precooked mussels from Chile, extra_data=""{'translat..."")",Salmonella spp in frozen precooked mussels from Chile
Bivalve molluscs and products...,food,Salmonella spp in frozen precooked mussels from Chile,17 APR 2023,information notification for attention,serious,17,APR,2023,"Translated(src=en, dest=en, text=Salmonella spp in frozen precooked mussels from Chile, pronunciation=Salmonella spp in frozen precooked mussels from Chile, extra_data=""{'translat..."")",Salmonella spp in frozen precooked mussels from Chile
Bivalve molluscs and products...,food,Salmonella spp in frozen precooked mussels from Chile,17 APR 2023,information notification for attention,serious,17,APR,2023,"Translated(src=en, dest=en, text=Salmonella spp in frozen precooked mussels from Chile, pronunciation=Salmonella spp in frozen precooked mussels from Chile, extra_data=""{'translat..."")",Salmonella spp in frozen precooked mussels from Chile
Bivalve molluscs and products...,food,Salmonella spp in frozen precooked mussels from Chile,17 APR 2023,information notification for attention,serious,17,APR,2023,"Translated(src=en, dest=en, text=Salmonella spp in frozen precooked mussels from Chile, pronunciation=Salmonella spp in frozen precooked mussels from Chile, extra_data=""{'translat..."")",Salmonella spp in frozen precooked mussels from Chile
Bivalve molluscs and products...,food,Salmonella spp in frozen precooked mussels from Chile,17 APR 2023,information notification for attention,serious,17,APR,2023,"Translated(src=en, dest=en, text=Salmonella spp in frozen precooked mussels from Chile, pronunciation=Salmonella spp in frozen precooked mussels from Chile, extra_data=""{'translat..."")",Salmonella spp in frozen precooked mussels from Chile
Bivalve molluscs and products...,food,Salmonella spp in frozen precooked mussels from Chile,17 APR 2023,information notification for attention,serious,17,APR,2023,"Translated(src=en, dest=en, text=Salmonella spp in frozen precooked mussels from Chile, pronunciation=Salmonella spp in frozen precooked mussels from Chile, extra_data=""{'translat..."")",Salmonella spp in frozen precooked mussels from Chile
Bivalve molluscs and products...,food,Salmonella spp in frozen precooked mussels from Chile,17 APR 2023,information notification for attention,serious,17,APR,2023,"Translated(src=en, dest=en, text=Salmonella spp in frozen precooked mussels from Chile, pronunciation=Salmonella spp in frozen precooked mussels from Chile, extra_data=""{'translat..."")",Salmonella spp in frozen precooked mussels from Chile
Bivalve molluscs and products...,food,Salmonella spp in frozen precooked mussels from Chile,17 APR 2023,information notification for attention,serious,17,APR,2023,"Translated(src=en, dest=en, text=Salmonella spp in frozen precooked mussels from Chile, pronunciation=Salmonella spp in frozen precooked mussels from Chile, extra_data=""{'translat..."")",Salmonella spp in frozen precooked mussels from Chile
Bivalve molluscs and products...,food,Salmonella spp in frozen precooked mussels from Chile,17 APR 2023,information notification for attention,serious,17,APR,2023,"Translated(src=en, dest=en, text=Salmonella spp in frozen precooked mussels from Chile, pronunciation=Salmonella spp in frozen precooked mussels from Chile, extra_data=""{'translat..."")",Salmonella spp in frozen precooked mussels from Chile
Bivalve molluscs and products...,food,Salmonella spp in frozen precooked mussels from Chile,17 APR 2023,information notification for attention,serious,17,APR,2023,"Translated(src=en, dest=en, text=Salmonella spp in frozen precooked mussels from Chile, pronunciation=Salmonella spp in frozen precooked mussels from Chile, extra_data=""{'translat..."")",Salmonella spp in frozen precooked mussels from Chile
Bivalve molluscs and products...,food,Salmonella spp in frozen precooked mussels from Chile,17 APR 2023,information notification for attention,serious,17,APR,2023,"Translated(src=en, dest=en, text=Salmonella spp in frozen precooked mussels from Chile, pronunciation=Salmonella spp in frozen precooked mussels from Chile, extra_data=""{'translat..."")",Salmonella spp in frozen precooked mussels from Chile
Bivalve molluscs and products...,food,Salmonella spp in frozen precooked mussels from Chile,17 APR 2023,information notification for attention,serious,17,APR,2023,"Translated(src=en, dest=en, text=Salmonella spp in frozen precooked mussels from Chile, pronunciation=Salmonella spp in frozen precooked mussels from Chile, extra_data=""{'translat..."")",Salmonella spp in frozen precooked mussels from Chile
Bivalve molluscs and products...,food,Salmonella spp in frozen precooked mussels from Chile,17 APR 2023,information notification for attention,serious,17,APR,2023,"Translated(src=en, dest=en, text=Salmonella spp in frozen precooked mussels from Chile, pronunciation=Salmonella spp in frozen precooked mussels from Chile, extra_data=""{'translat..."")",Salmonella spp in frozen precooked mussels from Chile
Bivalve molluscs and products...,food,Salmonella spp in frozen precooked mussels from Chile,17 APR 2023,information notification for attention,serious,17,APR,2023,"Translated(src=en, dest=en, text=Salmonella spp in frozen precooked mussels from Chile, pronunciation=Salmonella spp in frozen precooked mussels from Chile, extra_data=""{'translat..."")",Salmonella spp in frozen precooked mussels from Chile
Bivalve molluscs and products...,food,Salmonella spp in frozen precooked mussels from Chile,17 APR 2023,information notification for attention,serious,17,APR,2023,"Translated(src=en, dest=en, text=Salmonella spp in frozen precooked mussels from Chile, pronunciation=Salmonella spp in frozen precooked mussels from Chile, extra_data=""{'translat..."")",Salmonella spp in frozen precooked mussels from Chile
Bivalve molluscs and products...,food,Salmonella spp in frozen precooked mussels from Chile,17 APR 2023,information notification for attention,serious,17,APR,2023,"Translated(src=en, dest=en, text=Salmonella spp in frozen precooked mussels from Chile, pronunciation=Salmonella spp in frozen precooked mussels from Chile, extra_data=""{'translat..."")",Salmonella spp in frozen precooked mussels from Chile
Bivalve molluscs and products...,food,Salmonella spp in frozen precooked mussels from Chile,17 APR 2023,information notification for attention,serious,17,APR,2023,"Translated(src=en, dest=en, text=Salmonella spp in frozen precooked mussels from Chile, pronunciation=Salmonella spp in frozen precooked mussels from Chile, extra_data=""{'translat..."")",Salmonella spp in frozen precooked mussels from Chile
Bivalve molluscs and products...,food,Salmonella spp in frozen precooked mussels from Chile,17 APR 2023,information notification for attention,serious,17,APR,2023,"Translated(src=en, dest=en, text=Salmonella spp in frozen precooked mussels from Chile, pronunciation=Salmonella spp in frozen precooked mussels from Chile, extra_data=""{'translat..."")",Salmonella spp in frozen precooked mussels from Chile
Bivalve molluscs and products...,food,Salmonella spp in frozen precooked mussels from Chile,17 APR 2023,information notification for attention,serious,17,APR,2023,"Translated(src=en, dest=en, text=Salmonella spp in frozen precooked mussels from Chile, pronunciation=Salmonella spp in frozen precooked mussels from Chile, extra_data=""{'translat..."")",Salmonella spp in frozen precooked mussels from Chile
Bivalve molluscs and products...,food,Salmonella spp in frozen precooked mussels from Chile,17 APR 2023,information notification for attention,serious,17,APR,2023,"Translated(src=en, dest=en, text=Salmonella spp in frozen precooked mussels from Chile, pronunciation=Salmonella spp in frozen precooked mussels from Chile, extra_data=""{'translat..."")",Salmonella spp in frozen precooked mussels from Chile
Bivalve molluscs and products...,food,Salmonella spp in frozen precooked mussels from Chile,17 APR 2023,information notification for attention,serious,17,APR,2023,"Translated(src=en, dest=en, text=Salmonella spp in frozen precooked mussels from Chile, pronunciation=Salmonella spp in frozen precooked mussels from Chile, extra_data=""{'translat..."")",Salmonella spp in frozen precooked mussels from Chile
Bivalve molluscs and products...,food,Salmonella spp in frozen precooked mussels from Chile,17 APR 2023,information notification for attention,serious,17,APR,2023,"Translated(src=en, dest=en, text=Salmonella spp in frozen precooked mussels from Chile, pronunciation=Salmonella spp in frozen precooked mussels from Chile, extra_data=""{'translat..."")",Salmonella spp in frozen precooked mussels from Chile
Bivalve molluscs and products...,food,Salmonella spp in frozen precooked mussels from Chile,17 APR 2023,information notification for attention,serious,17,APR,2023,"Translated(src=en, dest=en, text=Salmonella spp in frozen precooked mussels from Chile, pronunciation=Salmonella spp in frozen precooked mussels from Chile, extra_data=""{'translat..."")",Salmonella spp in frozen precooked mussels from Chile
Bivalve molluscs and products...,food,Salmonella spp in frozen precooked mussels from Chile,17 APR 2023,information notification for attention,serious,17,APR,2023,"Translated(src=en, dest=en, text=Salmonella spp in frozen precooked mussels from Chile, pronunciation=Salmonella spp in frozen precooked mussels from Chile, extra_data=""{'translat..."")",Salmonella spp in frozen precooked mussels from Chile
Bivalve molluscs and products...,food,Salmonella spp in frozen precooked mussels from Chile,17 APR 2023,information notification for attention,serious,17,APR,2023,"Translated(src=en, dest=en, text=Salmonella spp in frozen precooked mussels from Chile, pronunciation=Salmonella spp in frozen precooked mussels from Chile, extra_data=""{'translat..."")",Salmonella spp in frozen precooked mussels from Chile
Bivalve molluscs and products...,food,Salmonella spp in frozen precooked mussels from Chile,17 APR 2023,information notification for attention,serious,17,APR,2023,"Translated(src=en, dest=en, text=Salmonella spp in frozen precooked mussels from Chile, pronunciation=Salmonella spp in frozen precooked mussels from Chile, extra_data=""{'translat..."")",Salmonella spp in frozen precooked mussels from Chile
Bivalve molluscs and products...,food,Salmonella spp in frozen precooked mussels from Chile,17 APR 2023,information notification for attention,serious,17,APR,2023,"Translated(src=en, dest=en, text=Salmonella spp in frozen precooked mussels from Chile, pronunciation=Salmonella spp in frozen precooked mussels from Chile, extra_data=""{'translat..."")",Salmonella spp in frozen precooked mussels from Chile
Bivalve molluscs and products...,food,Salmonella spp in frozen precooked mussels from Chile,17 APR 2023,information notification for attention,serious,17,APR,2023,"Translated(src=en, dest=en, text=Salmonella spp in frozen precooked mussels from Chile, pronunciation=Salmonella spp in frozen precooked mussels from Chile, extra_data=""{'translat..."")",Salmonella spp in frozen precooked mussels from Chile
Bivalve molluscs and products...,food,Salmonella spp in frozen precooked mussels from Chile,17 APR 2023,information notification for attention,serious,17,APR,2023,"Translated(src=en, dest=en, text=Salmonella spp in frozen precooked mussels from Chile, pronunciation=Salmonella spp in frozen precooked mussels from Chile, extra_data=""{'translat..."")",Salmonella spp in frozen precooked mussels from Chile
Bivalve molluscs and products...,food,Salmonella spp in frozen precooked mussels from Chile,17 APR 2023,information notification for attention,serious,17,APR,2023,"Translated(src=en, dest=en, text=Salmonella spp in frozen precooked mussels from Chile, pronunciation=Salmonella spp in frozen precooked mussels from Chile, extra_data=""{'translat..."")",Salmonella spp in frozen precooked mussels from Chile
Bivalve molluscs and products...,food,Salmonella spp in frozen precooked mussels from Chile,17 APR 2023,information notification for attention,serious,17,APR,2023,"Translated(src=en, dest=en, text=Salmonella spp in frozen precooked mussels from Chile, pronunciation=Salmonella spp in frozen precooked mussels from Chile, extra_data=""{'translat..."")",Salmonella spp in frozen precooked mussels from Chile
Bivalve molluscs and products...,food,Salmonella spp in frozen precooked mussels from Chile,17 APR 2023,information notification for attention,serious,17,APR,2023,"Translated(src=en, dest=en, text=Salmonella spp in frozen precooked mussels from Chile, pronunciation=Salmonella spp in frozen precooked mussels from Chile, extra_data=""{'translat..."")",Salmonella spp in frozen precooked mussels from Chile
Bivalve molluscs and products...,food,Salmonella spp in frozen precooked mussels from Chile,17 APR 2023,information notification for attention,serious,17,APR,2023,"Translated(src=en, dest=en, text=Salmonella spp in frozen precooked mussels from Chile, pronunciation=Salmonella spp in frozen precooked mussels from Chile, extra_data=""{'translat..."")",Salmonella spp in frozen precooked mussels from Chile
Bivalve molluscs and products...,food,Salmonella spp in frozen precooked mussels from Chile,17 APR 2023,information notification for attention,serious,17,APR,2023,"Translated(src=en, dest=en, text=Salmonella spp in frozen precooked mussels from Chile, pronunciation=Salmonella spp in frozen precooked mussels from Chile, extra_data=""{'translat..."")",Salmonella spp in frozen precooked mussels from Chile
Bivalve molluscs and products...,food,Salmonella spp in frozen precooked mussels from Chile,17 APR 2023,information notification for attention,serious,17,APR,2023,"Translated(src=en, dest=en, text=Salmonella spp in frozen precooked mussels from Chile, pronunciation=Salmonella spp in frozen precooked mussels from Chile, extra_data=""{'translat..."")",Salmonella spp in frozen precooked mussels from Chile
Bivalve molluscs and products...,food,Salmonella spp in frozen precooked mussels from Chile,17 APR 2023,information notification for attention,serious,17,APR,2023,"Translated(src=en, dest=en, text=Salmonella spp in frozen precooked mussels from Chile, pronunciation=Salmonella spp in frozen precooked mussels from Chile, extra_data=""{'translat..."")",Salmonella spp in frozen precooked mussels from Chile
Bivalve molluscs and products...,food,Salmonella spp in frozen precooked mussels from Chile,17 APR 2023,information notification for attention,serious,17,APR,2023,"Translated(src=en, dest=en, text=Salmonella spp in frozen precooked mussels from Chile, pronunciation=Salmonella spp in frozen precooked mussels from Chile, extra_data=""{'translat..."")",Salmonella spp in frozen precooked mussels from Chile
Bivalve molluscs and products...,food,Salmonella spp in frozen precooked mussels from Chile,17 APR 2023,information notification for attention,serious,17,APR,2023,"Translated(src=en, dest=en, text=Salmonella spp in frozen precooked mussels from Chile, pronunciation=Salmonella spp in frozen precooked mussels from Chile, extra_data=""{'translat..."")",Salmonella spp in frozen precooked mussels from Chile
Bivalve molluscs and products...,food,Salmonella spp in frozen precooked mussels from Chile,17 APR 2023,information notification for attention,serious,17,APR,2023,"Translated(src=en, dest=en, text=Salmonella spp in frozen precooked mussels from Chile, pronunciation=Salmonella spp in frozen precooked mussels from Chile, extra_data=""{'translat..."")",Salmonella spp in frozen precooked mussels from Chile
Bivalve molluscs and products...,food,Salmonella spp in frozen precooked mussels from Chile,17 APR 2023,information notification for attention,serious,17,APR,2023,"Translated(src=en, dest=en, text=Salmonella spp in frozen precooked mussels from Chile, pronunciation=Salmonella spp in frozen precooked mussels from Chile, extra_data=""{'translat..."")",Salmonella spp in frozen precooked mussels from Chile
Bivalve molluscs and products...,food,Salmonella spp in frozen precooked mussels from Chile,17 APR 2023,information notification for attention,serious,17,APR,2023,"Translated(src=en, dest=en, text=Salmonella spp in frozen precooked mussels from Chile, pronunciation=Salmonella spp in frozen precooked mussels from Chile, extra_data=""{'translat..."")",Salmonella spp in frozen precooked mussels from Chile
Bivalve molluscs and products...,food,Salmonella spp in frozen precooked mussels from Chile,17 APR 2023,information notification for attention,serious,17,APR,2023,"Translated(src=en, dest=en, text=Salmonella spp in frozen precooked mussels from Chile, pronunciation=Salmonella spp in frozen precooked mussels from Chile, extra_data=""{'translat..."")",Salmonella spp in frozen precooked mussels from Chile
